company,Stand Number,Country,Tel,Mail,Web
TGCO INC - KOREA,Zabeel E134,Korea,+ 82 42 8228443,tgcoinc@nate.com,"??
http://the1stzone.en.ecplaza.net/"
"THE SUNBLIND LTD., CO.",6F243,Korea,+ 82 43 856 5713,the-sunblind@daum.net,"??
http://WWW.THESUNBLIND.COM"
THE SUPREME INDUSTRIES OVERSEAS FZE,4C198,United Arab Emirates,+ 971 6 5574484,tsiouae@eim.ae,"??
http://www.supreme.co.in"
THRISLINGTON CUBICLES,Rashid B231,United Kingdom,+ 44 1244 520677,andy.reynolds@thrislingtoncubicles.com,"??
http://www.thrislingtoncubicles.com"
TIANJIN YOUFA STEEL PIPE GROUP,Ar C240,China,+ 86 22 58338800,grace@yfgg.com,"??
http://www.yfgg.com"
TIGER PROFILES & INSULATION LLC,Concourse 511,United Arab Emirates,+ 971 6 5338449,rosy@tigerprofiles.com,"??
http://www.tigerprofiles.com"
TIGERTURF (UK) LTD,SS E134,United Kingdom,+ 44 1299 253966,r.singh@tigerturf.com,"??
http://www.tigerturf.ae"
TMC(TECHNO MATERIAL CORPORATION),1G01,Korea,+ (826) 321-2952,hijay5@naver.com,"??
http://www.tmcltd.co.kr"
TOPSAN MUSLUK SAN. VE TIC. LTD. STI.,Rashid B249,Turkey,+ 90 212 6159942,export@topsanmusluk.com.tr,"??
http://www.topsanmusluk.com.tr"
TORNEIRAS RORIZ,Rashid A237,Portugal,+ 351 253 607740,comercial@torneiras-roriz.pt,"??
http://www.torneiras-roriz.pt"
TOSCELIK PROFIL VE SAC END. A.S.,Zabeel G105,Turkey,+ 90 326 6562890,ali.yeniocak@toscelik.com.tr,"??
http://www.tosyaliholding.com.tr"
TOUPRET,8C336,France,+ 33 169 472024,vcacheur@toupret.fr,"??
http://www.toupret.com"
TPI POLENE PUBLIC COMPANY LIMITED,SS A162,Thailand,+ 662  285-5090,jasmit_sh@hotmail.com,"??
http://www.tpipolene.com"
TROSTEN INDUSTRIES COMPANY LLC,1A41,United Arab Emirates,+ 971 4 8067666,don@bindasmal.com,"??
http://www.trosten-industries.com"
TRUSTRITE INDUSTRIES PVT LTD,Zabeel S156,India,+ 91 484 2344030,jrskochi@gmail.com,"??
http://"
TRYCO GERMANY,2G61,Germany,+ 49 151 46628499,mail@tryco-germany.com,"??
http://www.tryco-germany.com"
TTF STORAGE SYSTEMS SDN BHD,Ar D196,Malaysia,+   603  6091 8800,ady@ttfgroup.com,"??
http://www.ttfgroup.com"
TUCAI    /    IDROSPANIA,Zabeel U164,Spain,+ 34 96 3616163,sarahalabi@halabico.com,"??
http://www.tucai.com;www.idrospania.es"
TUPY S.A (BRAZIL) MALLEABLE IRON PIPE FITTINGS (EST. 1938),Multaqua A132,United Arab Emirates,+ 971 4 2367677,aminibmt@gmail.com,"??
http://www.abmtgroup.com"
UCM KOMPOZIT YAPI MALZEMELERI SAN. TIC. A.S.,SS A171,Turkey,+ 90 282 6744855,info@therrawood.com,"??
http://www.therrawood.com"
UN-BAK PROFIL SAN. VE TIC. LTD. STI.,SS I104,Turkey,+ 90 232 2537423,resat@unbakmachinery.com,"??
http://www.unbakmachinery.com"
UNICA,6C260,Italy,+ 39 051 700096,taddia@unica.biz,"??
http://www.unica.biz/en/"
"UNICOR HIGHTECH CO.,LTD.",6F261,Korea,+ 82 32 713 2305,hhlee@unicor.co.kr,"??
http://www.unicor.co.kr"
UNIGULF DEVELOPMENT LLC,2B61,United Arab Emirates,+ 971 4 2862100,george@unigulf.ae,"??
http://www.unigulfdevelopment.ae"
UNINDUSTRIA TREVISO,Italy Pavilion,Italy,+ 39 0422 294217,lchiorescu@unindustriatv.it,"??
http://www.unindustria.treviso.it"
UNION IRON AND STEEL COMPANY LLC,Zabeel D136,United Arab Emirates,+ 971 2885 6333,s.bernardo@urbacon-intl.com,"??
http://www.uis-uae.com"
"UNITECH SYSTEM CO.,LTD",6F244,Korea,+ 82 53 638 9117,trade@utsystem.co.kr,"??
http://www.utsystem.co.kr"
UNITED INDUSTRIES GROUP END. DAN. VE URETIM SAN. TIC. A.S.,SS B171,Turkey,+ 90 212 2304301,souheil.n@unitedindustriesgroup.com,"??
http://www.unitedindustriesgroup.com"
UNIVAL SRL,3F132,Italy,+ 39 030 826164,info@univalsrl.it,"??
http://www.univalsrl.it"
UNNATI PUMPS,2F91,India,+ 91 79 22203434,ami.bhatt@unnatipumps.com,"??
http://www.unnatipumps.com"
URET MAKINA ISI TESISAT SAN. VE TIC. LTD. STI.,3B147,Turkey,+ 90 212 5670105,tugrul@uret.com.tr,"??
http://www.uret.com.tr"
USTUNEL DERINKUYU SU POMPALARI ELK. PLS. DOK. MAK. VE PAZ. SAN. TIC. LTD. STI.,3C146,Turkey,+ 90 232 3767250,b.turkmen@ustunel.com.tr,"??
http://www.ustunel.com.tr"
VALENCIA,SS I71,India,+ 91 288 2569800,exports@shreemahavir.com,"??
http://PlotNo.3059,RoadNo.6,PhaseIII,"
VANSAN MAKINA SAN. TIC. A.S.,Zabeel W171,Turkey,+ 90 232 3767650,serkanvarol@vansan.com.tr,"??
http://www.vansan.com.tr"
VARGON INSTALLATION SYSTEM,3A146,Croatia,+ 385 51 499235,irena.cargonja@vargon.hr,"??
http://www.vargon.hr"
VARISAN,Rashid F230,Italy,+ 39 030 800810,info@varisanbagno.it,"??
http://www.varisanbagno.it"
VARUNA PUMPS,4B181,India,+ 91 79 22777485,cs.satish@lgmindia.com,"??
http://www.varunapumps.com"
VEFA PREFABRIKE YAPILAR SAN. TIC. A.S.,SS G171,Turkey,+ 90 216 3904777,vekon@vekon.com.tr,"??
http://www.vekon.com.tr"
VENTS,1 E40,Ukraine,+ 380 44 4063625,s.klimenko@vents.kiev.ua,"??
http://www.ventilation-system.com"
VEROMAR MERMER SAN. VE TIC. A.S.,Maktoum C147,Turkey,+ 90 266 2811020,info@veromar.it,"??
http://www.veromar.it"
VERSEIDAG INDUTEX GMBH-MENA,SS F71,United Arab Emirates,+ 971 6 5747412,sales.duraskin@vsindutex.jo,"??
http://www.verseidag.de"
VIACON KISAN INS. MUH. SAN. TIC. A.S.,Zabeel F114,Turkey,+   90 216 4890089,soner.kutlu@viaconkisan.com.tr,"??
http://www.viaconkisan.com.tr"
VIBAC SPA,8F337,Italy,+ 39 0571 90361,andrea.sentimenti@vibac.it,"??
http://www.vibagroup.com"
VICTOR TRANSFORMERS UAE,Zabeel N111,United Arab Emirates,+ 971 6 7432221,victorco@eim.ae,"??
http://www.victoruae.com"
VIGLACERA CORPORATION - JSC,Rashid D221,Vietnam,+ 844 3553 7727,vubich9@gmail.com,"??
http://"
VILLA YAPI MUHENDISLIK SAN. VE TIC. LTD. STI.,SS C171,Turkey,+ 90 216 4944949,batuhan.kuscuoglu@villayapi.com,"??
http://www.villayapi.com"
VINYL BASE,Ar D195,Malaysia,+ 603  8081 9231,wendy.ho@buildenind.com,"??
http://www.buildenind.com"
VIR VALVE INDUSTRY RIZZIO,1G31,Italy,+ 39 0163 47891,sarah.jane@vironline.com,"??
http://www.vironline.com"
VITAL TECHNICAL SDN BHD (MALAYSIA),Ar D193,Malaysia,+ 60 3 60920000,sales6@vitaltechnical.com,"??
http://www.vitaltechnical.com"
VITRULAN TEXTILE GLASS GMBH,5D234,Germany,+ 49 9227 77798,s.feulner@vitrulan.com,"??
http://www.vitrulan.com"
VODAPRUF SDN BHD,Ar E196,Malaysia,+ 6016  217 7155,wang@vodapruf.com,"??
http://www.vodapruf.com"
VOVO,Zabeel F132,Korea,+ (822)  581-7466,export3@vovobath.com,"??
http://www.vovoceramic.com"
VULCAN INDUSTRIES LLC UAE,SS F40,United Arab Emirates,+ 971 6 7436655,ad.admin@vulcanuae.net,"??
http://www.vulcanuae.com"
WALLBARN LTD UK,SS C167,United Kingdom,+ 44 208 9162222,sales@wallbarn.com,"??
http://www.wallbarn.com"
WALPLAST PRODUCTS PRIVATE LIMITED,Rashid B248,India,+ 91 22 41418282,maitreyee.ghosh@walplast.com,"??
http://www.walplast.com"
WATERJET CORPORATION SRL,Rashid A232,Italy,+ 39 039 204971,waterjet@waterjet.it,"??
http://www.waterjetcorp.com"
WATERTEC (MALAYSIA) SDN BHD,Ar D197,Malaysia,+   603  5510 7808,whcheong@watertec.biz,"??
http://www.watertec.biz"
"WEBSTER COMBUSTION TECHNOLOGY, LLC",Zabeel S157 (L),United States,+ 1 620 2217464,arush@webster-engineering.com,"??
http://www.webster-engineering.com"
WELCAST,Zabeel D105,India,+ 91 33 40005121,ANKIT.KEJRIWAL@WELCASTINDIA.COM,"??
http://www.welcastindia.com"
WELD-ON / IPS CORPORATION,3A140,United States,+ 310  898-3300,sophia.ma@weldon.com,"??
http://www.weldon.com"
WELTEM,1 E16,Korea,+ 82 55 294 9200,sale@weltem.com,"??
http://www.weltem.com"
WHELEN ENGINEERING CO. INC.,Zabeel W181,United States,+ (860) 526 9504,izavala@whelen.me,"??
http://www.whelen.com"
WILHELM KARRENBERG GMBH & CO. KG,SS F65,Germany,+ 49 2051 20810,michael.legens@wilka.de,"??
http://www.wilka.de"
WINTERS INSTRUMENTS,2F67,Canada,+ (416)  382-6262,cbagnell@winters.com,"??
http://www.winters.com"
WITHUS TAPE KOREA,Zabeel E130,Korea,+ 82 42 8259454/9456,anna.ahn@withustape.com,"??
http://withustape.com"
WTS,Rashid E232,Italy,+ 39 030 3539060,roberta.marangoni@wtsgroup.eu,"??
http://www.wtsgroup.eu"
XILO TEAK SRL,6B265,Italy,+ 39 546 623117,info@xilo-teak.com,"??
http://http://www.xilo-teak.com"
X-PER TECHNIA (THAILAND) COMPANY LIMITED,SS I124,Thailand,+ 662 8882995 8,amily@xperasia.com,"??
http://www.xperasia.com"
YAKAR KARDESLER MAK. OTO. SAN. VE TIC. LTD. STI.,Zabeel H115,Turkey,+ 90 266 7621527,info@yakarkardesler.com.tr,"??
http://www.yakarkardesler.com.tr"
YAPARLAR INSAAT VE TARIM ALET. SAN. VE TIC. A.S.,Zabeel G117,Turkey,+ 90 212 4772737,export@yaparlar.com,"??
http://www.yaparlar.com"
YAWATA,SS I134,Thailand,+ 44 3333 80,opas@yawata.co.th,"??
http://www.yawata.co.th"
YMB TEKNOLOJIK URUNLER PAZ. SAN. VE TIC. A.S.,SS D170,Turkey,+ 90 216 5040020,sefa.boyet@ymb.com.tr,"??
http://www.ymb.com.tr-www.fermada.com.tr-www.akimmetal.com.tr"
"YONG NIAN ENGINEERING & MANUFACTURING SDN BHD
ENGINEERING & MANUFACTURING SDN BHD",Ar E194,Malaysia,+ 603  6140 4778,yschang@idrica.com.my,"??
http://www.idrica.com.my"
ZAP INTERNATIONAL DOOR AUTOMATION,SS H155,United Kingdom,+ 44 1543 278000,bruce@zap-uk.com,"??
http://www.zap-uk.com"
ZETAESSE,1D22,Italy,+ 39 0423 400621,stefano.pasinato@zetaesse.it,"??
http://stefano.pasinato@zetaesse.it"
ZETTEX EUROPE BV,8C351,Netherlands,+ 31 888 938839,export@zettex.com,"??
http://www.zettex.com"
"ZHOUXING BUILDING MATERIALS CO.,LTD",SS G183,China,+ 0539  7952337,linda@zhouxinggroup.com,"??
http://http://www.lyzxjc.com"
ZODIAC COMMERCIAL ENTERPRISES,2G89,United Arab Emirates,+ 971 4 2712210,das@mora.ae,"??
http://www.zodiacuae.com"
AL WATANIA GYPSUM COMPANY LTD,7 E290,Saudi Arabia,+ 966 11 2932366,hazim@w-gypsum.com,"??
http://www.w-gypsum.com"
"TRADE DEVELOPMENT BUREAU OF MINISTRY OF COMMERCE, PRC",Ar H211,China,+ 0086 572 8086815,andy@miegroups.com,"??
http://www.chinaptfe.cc"
3 D PRINTED BUILDINGS & STRUCTURES,Concourse 214,United Kingdom,+ 0044 7956 579092,pkapur@d-shape.ae,"??
http://www.d-shape.com"
3I INTERNATIONAL INNOVATIVE INDUSTRIES S.A,3C127,Greece,+ 0030 210 2828603,tzanos.tzanos@isopipe.gr,"??
http://http://www.isopipe.eu/"
3M,Zabeel I131,Italy,+ 39 0373 238023,tecnico@3m-srl.it,"??
http://www.3m-srl.it"
"A CIMENTEIRA DO LOURO, SA",7 E297,Portugal,3.51252E+11,jcpereira@acimenteiralouro.pt,"??
http://www.acimenteiralouro.pt"
A TO Z STEEL CO. LLC,Zabeel B113,United Arab Emirates,+ 971 6 7667745,rajkumar@jafcosteel.com,"??
http://http://"
A. PROCTOR GROUP LTD,SS E136,United Kingdom,+ 44 1250 872261,michelle.pol@proctorgroup.com,"??
http://www.proctorgroup.com"
"A.C.S.T. CHEMICAL (KUNSHAN)CO., LTD.",Ar G251,China,+ 0086 512 57120661,sales3@acst.cn,"??
http://http://www.acst.cn/english/"
"ABO BUILDING MATERIALS(KUNSHAN) CO.,LTD.",Zabeel N142,Australia,+ 61 89 4376680,kathy@anber-inc.com,"??
http://www.abosteel.com"
ABOU GHALY FOR PLASTIC,Zabeel L111,Egypt,+ 2 02 22718143,wam_1977@yahoo.com,"??
http://http://www.aboughaly.com"
ABOULKHER - CDECK,7A302,United Arab Emirates,+ 971 04 2394791,info@aboulkher.com,"??
http://www.aboulkher.com"
ABR TRADING FZCO,SS A121,United Arab Emirates,+ 971 4 8877086,cdaphne@abr-trading.com,"??
http://www.abr-trading.com"
ABRASIVI LAMPIFLEX,Zabeel I133,Italy,257609471,commerciale@lampiflex.it,"??
http://www.lampiflex.it"
ABRO INDUSTRIES INC,Zabeel K111,United Arab Emirates,+ 971 4 3887187,swadheen@AIPLABROUAE.COM,"??
http://aiplabrouae.com"
ABU DHABI UNIVERSITY,Maktoum E111,United Arab Emirates,+   971 2 5860182,ayah.hammash@adu.ac.ae,"??
http://www.adu.ac.ae"
ABU MANSOOR TRADING CO. LLC,Zabeel H101,United Arab Emirates,+ 971 2 6332753,jass345@hotmail.com,"??
http://www.amp-uae.com"
ACC GULF LLC,7C321,United Arab Emirates,+ 971 4 324 1366,brian.bell@accgulf.com,"??
http://www.accgulf.com"
ACE-HELLAS S.A.,Concourse 240,Greece,+ 0030 210 6068652,info@ace-hellas.gr,"??
http://www.ace-hellas.gr"
ACOFAL,SS C106,Spain,+ 0034  976538280,acofal@acofal.es,"??
http://www.acofal.es"
ACORN ENGINEERING. JAY R. SMITH - SLOAN VALVES - CHARLOTTE PIPES,4 E181,United Arab Emirates,+ 971 4 8806528/9,samalik@mgi-me.ae,"??
http://www.morrisgroup.co"
ACRYSIL LTD.,Rashid G167,India,+ 91 278 2540218,marketing@carysil.com,"??
http://www.carysil.com"
ACUDOR,5F232,Canada,+ (905)  428-2240,jnelson@nelsonindust.com,"??
http://www.nelsonii.com"
ACV INTERNATIONAL,Zabeel Z150,Belgium,+ 322  334-8220,jf.schmitz@acv.com,"??
http://www.acv.com"
ADAWALL DUVAR KAGITLARI SAN. VE DEK. TIC. LTD. STI.,SS B177,Turkey,+         90 322 332 68 68,deniz@adawall.com.tr,"??
http://www.adawall.com.tr"
ADOLIN BOYA KIMYA SAN. VE TIC. LTD. STI.,7B301,Turkey,+ 90 212 7353824,ali@adolin.com,"??
http://www.adolin.com"
ADSHEAD RATCLIFFE & CO LTD,7D284,United Kingdom,+ 44 01773 826661,wheathcote@arbo.co.uk,"??
http://www.arbo.co.uk"
ADVANCE ESTABLISHMENT FOR LIGHTING AND ELECTRICALS,6B277,United Arab Emirates,+ 971 4 6 550 9260,admin@advest-uae.com,"??
http://www.advest-uae.com"
ADVANCE PACKAGING AND ADHESIVES L.L.C,2B57,United Arab Emirates,+ 971 50 1606653,PRAKASH@AIRMASTER.AE,"??
http://"
ADVANCE VALVES,2F90,India,+ 91  197630200,satpal.sharma@advancevalves.com,"??
http://www.advancevalves.com"
ADVANCED PLASTIC INDUSTRIES - API,4A188,Lebanon,+ 971 56 9327586,tabouchedid@api.com.lb,"??
http://www.api.com.lb"
ADVANTAGE AUSTRIA,Zabeel Y172,Austria,+ 0043 590 9003611,markus.gumplmayr@wko.at,"??
http://http://wko.at/aussenwirtschaft"
AEP - ASSOCIACAO EMPRESARIAL DE PORTUGAL,Portugal Pavilion,Portugal,+ 351 22 9981809,jorge.marcolino@aeportugal.pt,"??
http://www.aeportugal.pt"
AEP ASSOCIACAO EMPRESARIAL DE PORTUGAL,SS E164,Portugal,3.5123E+11,jorge.marcolino@aeportugal.pt,"??
http://www.aeportugal.pt"
AFS FLEXIBLE DUCT CO.,1 E31,Turkey,+ 90 312 3954860,export@afs.com.tr,"??
http://www.afs.com.tr"
AGIR HADDECILIK A.S.,Zabeel D117,Turkey,+ 90 216 3171391,exportsales@agirhaddecilik.com,"??
http://www.agirglobal.com"
AGUERRI,Zabeel L126,Spain,+ 34 948 740168,eneko@aguerri.es,"??
http://www.aguerri.es"
"AHLIA CHEMICALS CO., KUWAIT",6B250,Kuwait,+ 965  24722264,bziabyry@ahliachemicals.com,"??
http://www.ahliachemicals.com"
AIK SENG (SINK MALAYSIA) INDUSTRIES SDN BHD,Ar A191,Malaysia,+ 604  3249168,kele@kelekitchenware.com,"??
http://www.kelekitchenware.com"
AIR MASTER EQUIPMENT EMIRATES LLC,2B57,United Arab Emirates,+ 971 6 7436900,sales@airmaster.ae,"??
http://www.airmasteremirates.com"
AIRGAMA,3D136,Italy,+ 39  0833912952,export@airgama.it,"??
http://www.airgama.it"
AIRMASTER LIGHTING L.L.C,2B57,United Arab Emirates,+ 971 55 7275525,FEROZ@AIRMASTER.AE,"??
http://"
AIRVERCLEAN,Zabeel X192,United Arab Emirates,+ 971 6 5730822,accounting@airverclean.ae,"??
http://www.airverclean.ae"
AJMAL STEELS,Zabeel C121,United Arab Emirates,+ 971 2 5501131,varun@ajmalpipes.com,"??
http://www,ajmalpipes.com"
AJMAN FREE ZONE AUTHORITY,Concourse 710,United Arab Emirates,+ 971 6 7011555,husna.akhlaq@afza.gov.ae,"??
http://www.afza.gov.ae/en/"
AKADA TRADING HARDWARE,SS G80,Saudi Arabia,+ 966 11 4764440,akada.ksa@hotmail.com,"??
http://www.akada.com.cn"
AKKIM YAPI KIMYASALLARI SAN. TIC. A.S.,7C307,Turkey,+ 90 212 7711371,info@akkim.net,"??
http://www.akkim.net-www.akfix.com"
AKPEN PLASTIK PENCERE AKS. NAK. SAN. IC VE DIS TIC. LTD. STI.,SS H101,Turkey,+ 90 212 7983434,export@akpenplastik.com.tr,"??
http://www.akpenplastik.com.tr"
AKTAV AKUSTIK MALZ. SAN. TIC. A.S.,7D300,Turkey,+ 90 322 4599020,burcu@aktav.com,"??
http://www.aktav.com"
AKTERM LIQUID INSULATION COATINGS,8G360,United Arab Emirates,+ 971 56 7816699,info@akterm.ae,"??
http://www.insulation.aewww.akterm.ae"
AKZONOBEL,8A357,United Arab Emirates,+ 971 4 3990417,mehreen.shah@akzonobel.com,"??
http://www.akzonobel.com"
AL AFEEF KITCHENS ACCESSORIES CO. LLC,Rashid D227,United Arab Emirates,+ 971 6 5337464,alafeef1@eim.ae,"??
http://"
AL ANDALUS HOLDING COMPANY,SS A71,Saudi Arabia,+ 966 11 4482160,marketing@andalusgroup.net,"??
http://www.andalusgroup.net"
AL ARIF A/C SYSTEMS LLC,1A20,United Arab Emirates,+ 971 4 3475730,liju@alarifac.ae,"??
http://www.alarifac.com"
AL ASASSIYAH CO FOR TAPES & ADHESIVE MATERIALS,8A366,Saudi Arabia,+ ????? 12 6082224,info@al-asassiyah.com,"??
http://www.al-asassiyah.com"
AL BASSAM INTERNATIONAL FACTORIES LLC,4F187,United Arab Emirates,+             971 6 746 8668,sales@albassam.ae,"??
http://www.albassam.ae"
AL BENAA MAGAZINE,Zabeel S207,Saudi Arabia,+ 966 1 4642556,mohammed@albenaamag.com.sa,"??
http://www.albenaamag.com.sa"
AL GHURAIR IRON & STEEL LLC,Zabeel B137,United Arab Emirates,+ 971 2 6593400,gautham.surendran@agis.ae,"??
http://www.agis.ae"
AL HASHEM MARBLE,Maktoum B130,United Arab Emirates,+ 971 2 5515700,bashar@ahmc.ae,"??
http://http://www.ahmc.ae"
AL KHAYARIN PLASTIC FACTORY,Zabeel O111,Qatar,+ 974 33 160422,osman@alkhayaringroup.com,"??
http://"
AL MAJARA POLYCHEM,8D330,United Arab Emirates,+ 06 5360 700,admin@majarapc.com,"??
http://www.oxichemicals.com"
AL MASAOOD TRAVEL & SERVICES,Zabeel S203,United Arab Emirates,+ 971 2 6521828,helmy@almasaoodtravel.com,"??
http://www.almasaoodtravel.com"
AL MULLA GROUP,Zabeel R126,United Arab Emirates,+ 971 4 8867001,bmi@almullagroup.com,"??
http://www.almullagroup.com"
AL MUQARRAM INDUSTRY,8A331,United Arab Emirates,+ 971 6 5353796,contact@muqarram.com,"??
http://www.muqarram.com"
AL NAFIE STEEL LLC,Zabeel D130,United Arab Emirates,+ 971 4 8042000,accounts@alnafiesteel-uae.ae,"??
http://www.alnafie-steel.com"
AL NAJMAH AL JAMILAH WOODS INDUSTRY LLC,SS H85,United Arab Emirates,+ 971 6 5394187,qiaozhendubai@gmail.com,"??
http://"
AL OMRAN INDUSTRIAL & TRADING CO.,SS B137,Saudi Arabia,9.66118E+11,info@alomranco.com,"??
http://www.alomranco.com"
AL OMRAN INDUSTRIAL & TRADING CO.,SS B137,Saudi Arabia,9.66118E+11,info@alomranco.com,"??
http://www.alomranco.com"
AL RAJHI BUILDING SOLUTIONS,Zabeel S130,United Arab Emirates,+,info@alrajhi-holding.com,"??
http://www.alrajhi-holding.com"
AL RAJHI BULIDING SOLUTIONS,Zabeel S130,United Arab Emirates,+ 971 7 2216117(Ext.113),sadig.abuagla@romeo-interiors.com,"??
http://www.unipods.ae"
AL- SHARABATI MODERN CO. FOR STONE & MARBLE,Maktoum B133,Palestine,+ 00970 2 2217141,info@sm-marble.com,"??
http://www.sm-marble.com"
AL ZERWA TRADING CO LLC,Zabeel F127,United Arab Emirates,+ 971 6 5340550,sales_hydraulics@alzerwa.com,"??
http://"
AL ZERWA TRADING CO LLC,Zabeel F127,United Arab Emirates,+ 971 6 5340550,sales_hydraulics@alzerwa.com,"??
http://"
AL ZERWA TRADING CO LLC,Zabeel F127,United Arab Emirates,+ 971 6 5340550,sales_hydraulics@alzerwa.com,"??
http://www.hydraulics.alzerwa.com"
ALACAKAYA MERMER VE MADEN ISLETMESI TIC. VE SAN. A.S.,Concourse 622,Turkey,+             90 424 255 12 60,export@alacakaya.com,"??
http://www.alacakaya.com"
"ALACALI CONSTRUCTION INDUSTRY AND TRADE, INC.",SS F111,Turkey,+ 90 212 4463450,info@alacali.com.tr,"??
http://www.alacali.com.tr"
ALASYS,Rashid G171,Kuwait,+ 965 6 6829992,dina@artecasa.bz,"??
http://www.alasys.it"
ALBADDAD,SS C161,United Arab Emirates,+ 971 4 8029977,marketing@albaddad.com,"??
http://www.albaddaintl.com"
AL-BAHAR INDUSTRIES,6A251,Kuwait,+ 965  24717010,a.shajrawi@albahar-industries.com,"??
http://www.albahar-industries.com"
ALBAKSAN OTOMAT. SAN. VE TIC. A.S.,1B16,Turkey,+           90 212 875 34 67,export@albaksanotomat.com.tr,"??
http://www.albaksanotomat.com.tr"
ALBISAN METAL MAKINA SAN. VE DIS TIC. LTD. STI.,SS G106,Turkey,+ 90 212 4792527,albisanmetal@gmail.com,"??
http://www.albisan.com.tr"
ALCAPLAST.COM,7 E287,Czech Republic,+ 420  519821124,a.zakaria@alcaplast.cz,"??
http://www.alcaplast.com"
ALDEGHI LUIGI,SS B155,Italy,+ 039  692181,info@aldeghi.com,"??
http://www.aldeghi.com"
ALDIYAR,Maktoum C120,Saudi Arabia,9.66114E+11,Ahmedmousa749@gmail.com,"??
http://www.diyarhome.com"
ALDIYAR ALATIQA EST FOR TRADING,SS C120,Saudi Arabia,9.66114E+11,Ahmedmousa749@gmail.com,"??
http://www.diyarhome.com"
ALDREES INDUSTRIAL & TRADING CO. (ALITCO),SS A76,Saudi Arabia,+ 966 1477 8700,oyahya@alitco.com.sa,"??
http://www.alitco.com.sa"
AL-GHANIM DETERGENT &AEROSOL MANUFACTURERS,6A257,Kuwait,+ 965 24838571,tadamon.production@gmail.com,"??
http://www.qaisalghanimgrp.com"
ALGHANIM FENCING INDUSTRIES CO.,Zabeel J132,Kuwait,+ 965  24741999,info@alghanimfence.com,"??
http://www.alghanimfence.com"
ALHASAWI INDUSTRIAL GROUP,1F31,Kuwait,+ 965 2 4769100,e.shaheen@alhasawi.com,"??
http://www.alhasawi.com"
ALHASSANA MARBLE,Maktoum B140,Egypt,20229700402,TAREK@AL-HASSANA.COM,"??
http://WWW.AL-HASSANA.COM"
ALHODA,4A199,United Arab Emirates,+ 971 4 3386614,suresh@alhodaco.com,"??
http://www.alhodaco.com"
ALIAXIS BUILDING SOLUTIONS,4B171,United Arab Emirates,+ 971 4 3629423,jjacobsen@aliaxis.com,"??
http://www.aliaxis-gulf.com"
ALKAN MERMER VE GRANIT SAN. A.S.,Maktoum B111,Turkey,+               90 216 593 07 07,info@alkanmermer.com,"??
http://www.alkanmermer.com"
"ALL VICTORY GRASS (GUANGZHOU) CO., LTD",Ar H206,China,+ 86 20 38848877,info@avg1982.com,"??
http://www.avg1982.com"
ALLCOMB PANELS,PAV J03,China,+ 86 757 83600080,ron@pacificbedrock.net,"??
http://www.allcomb.com;www.pacificbedrock.com"
ALMATEC LTD,SS B73,Greece,+ 0030 23920 71744,solid@almatec.gr,"??
http://www.almatec.gr,www.almasolid.gr"
ALMONA PLAST,7 E292,Saudi Arabia,9.66114E+11,m.alagil@almonaplast.com,"??
http://www.almonaplast.com"
ALNOR VENTILATION SYSTEMS,2G95,Poland,+ 48 22 7374000,agata.maciejak@alnor.com.pl,"??
http://www.ventilation-alnor.co.uk"
ALP CELIK SAN. VE TIC. A.S.,Zabeel D111,Turkey,+ 90 216 2663334,export@coskungroup.com.tr,"??
http://www.alpcelik.com"
ALPA INSAAT MALZ. TAAH. SAN. LTD. STI.,7 E307,Turkey,+ 90 322 3465956,akin@tortoise.com.tr,"??
http://www.tortoise.com.tr"
ALPEN-MAYKESTAG GMBH,Zabeel Z177,Austria,+ 0043 662 44901106,arno.wonner@a-mk.com,"??
http://www.alpen-drills.com"
ALPHA ACOUSTIKI LTD,Zabeel V156,Greece,+ 0030  2106779875,info@vibro.gr,"??
http://www.antivibration-systems.com"
ALQASABI CONTRACTING CO. LTD,SSF93,Saudi Arabia,+ 966 1125 44424,othman@alqasabi.com.sa,"??
http://www.alqasabi.com.sa"
AL-RAED,7D200,Saudi Arabia,2651345,alraed@alraed.com.sa,"??
http://www.alraed.com.sa"
ALSALEH ALUMINIUM,3 E156,Saudi Arabia,9.66113E+11,HUSSEIN@ALSALEH.SA,"??
http://WWW.ALSALEH.SA"
ALTERON GYPSUM BOARD,7D323,Spain,962440884,export@elalteron.com,"??
http://www.elalteron.com"
"ALUBOND INDUSTRIAL CO.,LTD",Zabeel4 C191,China,+ 86 510 86890700,info@alubond.cn,"??
http://www.alubond.com.cn"
ALUCOBOND?ALUMINUM?FACTORY?LLC?(DUBAI),PAV L07,United Arab Emirates,+ 00971  48838018,alucobonddubai@163.com,"??
http://www.alucobond-dubai.com"
ALUK MIDDLE EAST,SS E90,United Arab Emirates,+ 971 4 4356605,suelly.deambrosi@aluk.com,"??
http://www.mideast.aluk.com"
ALUSOL ROLLING SHUTTER INDUSTRIES,SS A70,Kuwait,+ 965  24751113,steve@alusol-kw.com,"??
http://www.alusol-kw.com"
ALWATANE RUBBER PROCESSING,SS A68,United Arab Emirates,+ 971 6 7647171,alwatane.rubber@gmail.com,"??
http://"
AL-WATANI FACTORY,Zabeel Q131,Kuwait,+ 965  24764400,info@watanigrp.com,"??
http://www.watanigrp.com"
"AMALTECH, INC - USA",6A270,United States,+ 1 440 248-7500,admin@amaltech.com,"??
http://www.amaltech.com"
